Landtagswahl 2023; Wahldatum: 2023-10-08; Stand: 09.10.2023 02:49:03
Gebietsschlüssel;Gebietsbezeichnung;Gebietstyp;Wahlbezirksnummer;Wahllokal;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §12a(2) LWO;Wählerinnen und Wähler;Wählerinnen und Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode;ungültige Wahlkreisstimmen;gültige Wahlkreisstimmen;ungültige Wahlkreisstimmen (%);gültige Wahlkreisstimmen (%);CDU Wahlkreisstimmen;GRÜNE Wahlkreisstimmen;SPD Wahlkreisstimmen;AfD Wahlkreisstimmen;FDP Wahlkreisstimmen;DIE LINKE Wahlkreisstimmen;FREIE WÄHLER Wahlkreisstimmen;Tierschutzpartei Wahlkreisstimmen;Die PARTEI Wahlkreisstimmen;PIRATEN Wahlkreisstimmen;ÖDP Wahlkreisstimmen;Verjüngungsforschung Wahlkreisstimmen;V-Partei³ Wahlkreisstimmen;PdH Wahlkreisstimmen;ABG Wahlkreisstimmen;APPD Wahlkreisstimmen;dieBasis Wahlkreisstimmen;DKP Wahlkreisstimmen;DIE NEUE MITTE Wahlkreisstimmen;Volt Wahlkreisstimmen;KLIMALISTE WÄHLERL. Wahlkreisstimmen;Bündnis C Wahlkreisstimmen;WDMR Wahlkreisstimmen;BUNDESPA. KLIMALISTE Wahlkreisstimmen;MERA25 Wahlkreisstimmen;NEV Wahlkreisstimmen;PP Wahlkreisstimmen;SGV Wahlkreisstimmen;Solibew Wahlkreisstimmen;CDU Wahlkreisstimmen (%);GRÜNE Wahlkreisstimmen (%);SPD Wahlkreisstimmen (%);AfD Wahlkreisstimmen (%);FDP Wahlkreisstimmen (%);DIE LINKE Wahlkreisstimmen (%);FREIE WÄHLER Wahlkreisstimmen (%);Tierschutzpartei Wahlkreisstimmen (%);Die PARTEI Wahlkreisstimmen (%);PIRATEN Wahlkreisstimmen (%);ÖDP Wahlkreisstimmen (%);Verjüngungsforschung Wahlkreisstimmen (%);V-Partei³ Wahlkreisstimmen (%);PdH Wahlkreisstimmen (%);ABG Wahlkreisstimmen (%);APPD Wahlkreisstimmen (%);dieBasis Wahlkreisstimmen (%);DKP Wahlkreisstimmen (%);DIE NEUE MITTE Wahlkreisstimmen (%);Volt Wahlkreisstimmen (%);KLIMALISTE WÄHLERL. Wahlkreisstimmen (%);Bündnis C Wahlkreisstimmen (%);WDMR Wahlkreisstimmen (%);BUNDESPA. KLIMALISTE Wahlkreisstimmen (%);MERA25 Wahlkreisstimmen (%);NEV Wahlkreisstimmen (%);PP Wahlkreisstimmen (%);SGV Wahlkreisstimmen (%);Solibew Wahlkreisstimmen (%);ungültige Landesstimmen;gültige Landesstimmen;ungültige Landesstimmen (%);gültige Landesstimmen (%);CDU Landesstimmen;GRÜNE Landesstimmen;SPD Landesstimmen;AfD Landesstimmen;FDP Landesstimmen;DIE LINKE Landesstimmen;FREIE WÄHLER Landesstimmen;Tierschutzpartei Landesstimmen;Die PARTEI Landesstimmen;PIRATEN Landesstimmen;ÖDP Landesstimmen;Verjüngungsforschung Landesstimmen;V-Partei³ Landesstimmen;PdH Landesstimmen;ABG Landesstimmen;APPD Landesstimmen;dieBasis Landesstimmen;DKP Landesstimmen;DIE NEUE MITTE Landesstimmen;Volt Landesstimmen;KLIMALISTE WÄHLERL. Landesstimmen;Bündnis C Landesstimmen;WDMR Landesstimmen;BUNDESPA. KLIMALISTE Landesstimmen;MERA25 Landesstimmen;NEV Landesstimmen;PP Landesstimmen;SGV Landesstimmen;Solibew Landesstimmen;CDU Landesstimmen (%);GRÜNE Landesstimmen (%);SPD Landesstimmen (%);AfD Landesstimmen (%);FDP Landesstimmen (%);DIE LINKE Landesstimmen (%);FREIE WÄHLER Landesstimmen (%);Tierschutzpartei Landesstimmen (%);Die PARTEI Landesstimmen (%);PIRATEN Landesstimmen (%);ÖDP Landesstimmen (%);Verjüngungsforschung Landesstimmen (%);V-Partei³ Landesstimmen (%);PdH Landesstimmen (%);ABG Landesstimmen (%);APPD Landesstimmen (%);dieBasis Landesstimmen (%);DKP Landesstimmen (%);DIE NEUE MITTE Landesstimmen (%);Volt Landesstimmen (%);KLIMALISTE WÄHLERL. Landesstimmen (%);Bündnis C Landesstimmen (%);WDMR Landesstimmen (%);BUNDESPA. KLIMALISTE Landesstimmen (%);MERA25 Landesstimmen (%);NEV Landesstimmen (%);PP Landesstimmen (%);SGV Landesstimmen (%);Solibew Landesstimmen (%);Wahlkreis gewonnen: Name;Wahlkreis gewonnen: Vorname;Wahlkreis gewonnen: Titel;Wahlkreis gewonnen: Wahlvorschlag;Anzahl Wahlbezirke;Anzahl Wahlbezirke ausgezählt;Letzte Änderung;freigegeben;Nummer aufnehmender Wahlbezirk;Name aufnehmender Wahlbezirk;Aufnahme Wahlbezirk
02544000300;"Bad Vilbel, Stadt";"SB";00013;"Kindertagesstätte Löwenburg, Aueweg 9-11";893;637;256;0;394;1;;;4;390;1,0;99,0;136;87;54;50;24;16;17;;6;;;;;;;;;;;;;;;0;;;;;;34,9;22,3;13,8;12,8;6,2;4,1;4,4;;1,5;;;;;;;;;;;;;;;0,0;;;;;;9;385;2,3;97,7;132;78;49;55;22;19;9;3;1;2;3;0;4;0;1;0;5;0;0;0;2;;;;;;;;;34,3;20,3;12,7;14,3;5,7;4,9;2,3;0,8;0,3;0,5;0,8;0,0;1,0;0,0;0,3;0,0;1,3;0,0;0,0;0,0;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:26:29;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";00014;"Kath. Pfarrsaal Dortelweil, Walter-Ender-Platz 1";712;486;226;0;300;0;;;6;294;2,0;98,0;110;82;20;34;22;7;14;;5;;;;;;;;;;;;;;;0;;;;;;37,4;27,9;6,8;11,6;7,5;2,4;4,8;;1,7;;;;;;;;;;;;;;;0,0;;;;;;5;295;1,7;98,3;103;80;23;36;21;11;10;4;4;1;0;0;0;0;0;0;1;0;0;1;0;;;;;;;;;34,9;27,1;7,8;12,2;7,1;3,7;3,4;1,4;1,4;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,3;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:14:39;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";00015;"Alte Bürgermeisterei, Bahnhofstraße 46";1269;852;417;0;579;0;;;10;569;1,7;98,3;187;173;60;66;35;10;24;;13;;;;;;;;;;;;;;;1;;;;;;32,9;30,4;10,5;11,6;6,2;1,8;4,2;;2,3;;;;;;;;;;;;;;;0,2;;;;;;9;570;1,6;98,4;182;155;57;71;41;15;20;5;4;1;3;0;4;0;0;0;2;0;0;8;2;;;;;;;;;31,9;27,2;10,0;12,5;7,2;2,6;3,5;0,9;0,7;0,2;0,5;0,0;0,7;0,0;0,0;0,0;0,4;0,0;0,0;1,4;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:37:18;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";00016;"Kita Auenland, Homburger Straße 185";965;650;315;0;414;0;;;8;406;1,9;98,1;172;88;56;38;24;9;12;;7;;;;;;;;;;;;;;;0;;;;;;42,4;21,7;13,8;9,4;5,9;2,2;3,0;;1,7;;;;;;;;;;;;;;;0,0;;;;;;10;404;2,4;97,6;166;77;50;45;30;14;8;2;6;0;1;2;1;0;0;0;1;0;0;1;0;;;;;;;;;41,1;19,1;12,4;11,1;7,4;3,5;2,0;0,5;1,5;0,0;0,2;0,5;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,2;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:47:39;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";00017;"Kindertagesstätte Zwergenburg, Gartenstraße 10";1018;726;292;0;468;0;;;12;456;2,6;97,4;194;93;56;60;24;7;15;;7;;;;;;;;;;;;;;;0;;;;;;42,5;20,4;12,3;13,2;5,3;1,5;3,3;;1,5;;;;;;;;;;;;;;;0,0;;;;;;4;464;0,9;99,1;190;85;57;65;26;7;18;4;5;2;0;0;2;1;0;1;0;0;0;0;1;;;;;;;;;40,9;18,3;12,3;14,0;5,6;1,5;3,9;0,9;1,1;0,4;0,0;0,0;0,4;0,2;0,0;0,2;0,0;0,0;0,0;0,0;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:42:17;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";00018;"Kultur- und Sportforum Dortelweil, Dortelweiler Platz 1";1462;992;470;0;581;1;;;9;572;1,5;98,5;201;125;65;75;61;19;12;;13;;;;;;;;;;;;;;;1;;;;;;35,1;21,9;11,4;13,1;10,7;3,3;2,1;;2,3;;;;;;;;;;;;;;;0,2;;;;;;11;570;1,9;98,1;201;109;61;80;53;19;11;7;11;1;0;0;4;1;1;0;2;0;0;8;1;;;;;;;;;35,3;19,1;10,7;14,0;9,3;3,3;1,9;1,2;1,9;0,2;0,0;0,0;0,7;0,2;0,2;0,0;0,4;0,0;0,0;1,4;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:12:20;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";00019;"Kultur- und Sportforum Dortelweil, Dortelweiler Platz 1";1319;907;412;0;624;3;;;6;618;1,0;99,0;238;166;75;67;39;15;12;;5;;;;;;;;;;;;;;;1;;;;;;38,5;26,9;12,1;10,8;6,3;2,4;1,9;;0,8;;;;;;;;;;;;;;;0,2;;;;;;5;619;0,8;99,2;237;156;77;70;38;12;9;7;4;4;1;0;1;0;0;0;1;0;0;2;0;;;;;;;;;38,3;25,2;12,4;11,3;6,1;1,9;1,5;1,1;0,6;0,6;0,2;0,0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,3;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 21:54:08;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";00020;"Familienzentrum, Johannes-Gutenberg-Straße 13a";1493;1053;440;0;589;4;;;6;583;1,0;99,0;217;142;74;68;56;5;14;;7;;;;;;;;;;;;;;;0;;;;;;37,2;24,4;12,7;11,7;9,6;0,9;2,4;;1,2;;;;;;;;;;;;;;;0,0;;;;;;5;584;0,8;99,2;202;131;74;71;63;6;17;5;5;1;0;1;0;0;0;0;3;0;0;4;1;;;;;;;;;34,6;22,4;12,7;12,2;10,8;1,0;2,9;0,9;0,9;0,2;0,0;0,2;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,7;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:17:26;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90001;"Briefwahl";0;0;0;0;506;506;;;6;500;1,2;98,8;228;109;58;42;27;8;18;;9;;;;;;;;;;;;;;;1;;;;;;45,6;21,8;11,6;8,4;5,4;1,6;3,6;;1,8;;;;;;;;;;;;;;;0,2;;;;;;4;502;0,8;99,2;232;96;57;45;20;9;12;4;7;0;2;0;4;0;1;0;8;0;1;3;1;;;;;;;;;46,2;19,1;11,4;9,0;4,0;1,8;2,4;0,8;1,4;0,0;0,4;0,0;0,8;0,0;0,2;0,0;1,6;0,0;0,2;0,6;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:54:28;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90002;"Briefwahl";0;0;0;0;547;547;;;8;539;1,5;98,5;240;122;45;59;43;6;13;;9;;;;;;;;;;;;;;;2;;;;;;44,5;22,6;8,3;10,9;8,0;1,1;2,4;;1,7;;;;;;;;;;;;;;;0,4;;;;;;3;544;0,5;99,5;249;109;51;66;30;6;9;3;8;1;0;0;2;0;1;0;3;0;0;4;2;;;;;;;;;45,8;20,0;9,4;12,1;5,5;1,1;1,7;0,6;1,5;0,2;0,0;0,0;0,4;0,0;0,2;0,0;0,6;0,0;0,0;0,7;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:33:17;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90003;"Briefwahl";0;0;0;0;553;553;;;9;544;1,6;98,4;197;140;80;45;40;12;19;;11;;;;;;;;;;;;;;;0;;;;;;36,2;25,7;14,7;8,3;7,4;2,2;3,5;;2,0;;;;;;;;;;;;;;;0,0;;;;;;4;549;0,7;99,3;211;125;74;49;39;15;11;7;4;1;3;1;0;0;2;0;1;0;0;6;0;;;;;;;;;38,4;22,8;13,5;8,9;7,1;2,7;2,0;1,3;0,7;0,2;0,5;0,2;0,0;0,0;0,4;0,0;0,2;0,0;0,0;1,1;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:28:38;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90004;"Briefwahl";0;0;0;0;468;468;;;8;460;1,7;98,3;171;125;61;38;32;11;12;;7;;;;;;;;;;;;;;;3;;;;;;37,2;27,2;13,3;8,3;7,0;2,4;2,6;;1,5;;;;;;;;;;;;;;;0,7;;;;;;2;466;0,4;99,6;183;108;64;44;20;11;7;7;5;1;1;0;3;0;0;0;4;0;1;5;2;;;;;;;;;39,3;23,2;13,7;9,4;4,3;2,4;1,5;1,5;1,1;0,2;0,2;0,0;0,6;0,0;0,0;0,0;0,9;0,0;0,2;1,1;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:19:34;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90005;"Briefwahl";0;0;0;0;826;826;;;15;811;1,8;98,2;291;239;94;54;79;24;16;;14;;;;;;;;;;;;;;;0;;;;;;35,9;29,5;11,6;6,7;9,7;3,0;2,0;;1,7;;;;;;;;;;;;;;;0,0;;;;;;8;818;1,0;99,0;304;225;103;56;54;29;13;13;1;3;4;0;0;2;3;0;3;0;0;4;1;;;;;;;;;37,2;27,5;12,6;6,8;6,6;3,5;1,6;1,6;0,1;0,4;0,5;0,0;0,0;0,2;0,4;0,0;0,4;0,0;0,0;0,5;0,1;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:50:06;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90006;"Briefwahl";0;0;0;0;571;571;;;8;563;1,4;98,6;226;138;65;57;40;6;17;;9;;;;;;;;;;;;;;;5;;;;;;40,1;24,5;11,5;10,1;7,1;1,1;3,0;;1,6;;;;;;;;;;;;;;;0,9;;;;;;2;569;0,4;99,6;233;132;63;70;32;4;7;9;9;2;3;0;1;0;0;0;1;0;0;1;2;;;;;;;;;40,9;23,2;11,1;12,3;5,6;0,7;1,2;1,6;1,6;0,4;0,5;0,0;0,2;0,0;0,0;0,0;0,2;0,0;0,0;0,2;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:32:12;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90007;"Briefwahl";0;0;0;0;561;561;;;8;553;1,4;98,6;245;136;60;41;50;6;11;;1;;;;;;;;;;;;;;;3;;;;;;44,3;24,6;10,8;7,4;9,0;1,1;2,0;;0,2;;;;;;;;;;;;;;;0,5;;;;;;4;557;0,7;99,3;255;120;67;46;40;6;12;3;1;1;0;0;2;1;0;0;1;0;0;1;1;;;;;;;;;45,8;21,5;12,0;8,3;7,2;1,1;2,2;0,5;0,2;0,2;0,0;0,0;0,4;0,2;0,0;0,0;0,2;0,0;0,0;0,2;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:57:57;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90008;"Briefwahl";0;0;0;0;723;723;;;5;718;0,7;99,3;305;191;75;51;52;9;16;;12;;;;;;;;;;;;;;;7;;;;;;42,5;26,6;10,4;7,1;7,2;1,3;2,2;;1,7;;;;;;;;;;;;;;;1,0;;;;;;6;717;0,8;99,2;321;169;76;55;43;16;10;6;9;1;0;1;3;2;0;0;1;0;0;3;1;;;;;;;;;44,8;23,6;10,6;7,7;6,0;2,2;1,4;0,8;1,3;0,1;0,0;0,1;0,4;0,3;0,0;0,0;0,1;0,0;0,0;0,4;0,1;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:59:46;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90009;"Briefwahl";0;0;0;0;657;657;;;9;648;1,4;98,6;229;160;95;67;37;12;30;;13;;;;;;;;;;;;;;;5;;;;;;35,3;24,7;14,7;10,3;5,7;1,9;4,6;;2,0;;;;;;;;;;;;;;;0,8;;;;;;10;647;1,5;98,5;245;138;95;69;37;13;15;2;10;3;3;0;3;1;2;0;0;0;0;7;4;;;;;;;;;37,9;21,3;14,7;10,7;5,7;2,0;2,3;0,3;1,5;0,5;0,5;0,0;0,5;0,2;0,3;0,0;0,0;0,0;0,0;1,1;0,6;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:07:46;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90010;"Briefwahl";0;0;0;0;719;719;;;13;706;1,8;98,2;282;177;99;55;40;9;27;;11;;;;;;;;;;;;;;;6;;;;;;39,9;25,1;14,0;7,8;5,7;1,3;3,8;;1,6;;;;;;;;;;;;;;;0,8;;;;;;8;711;1,1;98,9;294;159;98;60;41;10;20;6;5;1;1;0;7;1;2;0;2;0;0;4;0;;;;;;;;;41,4;22,4;13,8;8,4;5,8;1,4;2,8;0,8;0,7;0,1;0,1;0,0;1,0;0,1;0,3;0,0;0,3;0,0;0,0;0,6;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:55:14;1;;"";0
02544000300;"Bad Vilbel, Stadt";"SB";90011;"Briefwahl";0;0;0;0;547;547;;;4;543;0,7;99,3;228;146;52;46;38;8;18;;4;;;;;;;;;;;;;;;3;;;;;;42,0;26,9;9,6;8,5;7,0;1,5;3,3;;0,7;;;;;;;;;;;;;;;0,6;;;;;;4;543;0,7;99,3;230;118;55;54;38;11;15;7;4;2;1;0;2;0;0;0;1;0;0;4;1;;;;;;;;;42,4;21,7;10,1;9,9;7,0;2,0;2,8;1,3;0,7;0,4;0,2;0,0;0,4;0,0;0,0;0,0;0,2;0,0;0,0;0,7;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:27:10;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00001;"Gemeinsame Musterschule, Saal 1";1439;1043;396;0;496;4;;;14;482;2,8;97,2;157;109;62;77;26;19;21;;11;;;;;;;;;;;;;;;0;;;;;;32,6;22,6;12,9;16,0;5,4;3,9;4,4;;2,3;;;;;;;;;;;;;;;0,0;;;;;;12;484;2,4;97,6;154;108;57;77;27;17;18;7;5;3;0;0;3;2;0;1;1;0;1;3;0;;;;;;;;;31,8;22,3;11,8;15,9;5,6;3,5;3,7;1,4;1,0;0,6;0,0;0,0;0,6;0,4;0,0;0,2;0,2;0,0;0,2;0,6;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:02:10;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00002;"Kindertagesstätte Sonnenschein, Mehrzweckraum";961;720;241;0;472;5;;;8;464;1,7;98,3;152;126;64;49;31;13;19;;9;;;;;;;;;;;;;;;1;;;;;;32,8;27,2;13,8;10,6;6,7;2,8;4,1;;1,9;;;;;;;;;;;;;;;0,2;;;;;;7;465;1,5;98,5;139;140;53;51;33;12;17;4;4;3;2;0;2;1;0;0;1;0;0;2;1;;;;;;;;;29,9;30,1;11,4;11,0;7,1;2,6;3,7;0,9;0,9;0,6;0,4;0,0;0,4;0,2;0,0;0,0;0,2;0,0;0,0;0,4;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:11:49;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00003;"Gemeinsame Musterschule, Saal 4";1360;1107;253;0;402;0;;;17;385;4,2;95,8;87;93;64;71;21;14;18;;17;;;;;;;;;;;;;;;0;;;;;;22,6;24,2;16,6;18,4;5,5;3,6;4,7;;4,4;;;;;;;;;;;;;;;0,0;;;;;;19;383;4,7;95,3;83;98;54;66;24;13;13;4;12;0;1;0;2;1;0;0;1;0;0;10;1;;;;;;;;;21,7;25,6;14,1;17,2;6,3;3,4;3,4;1,0;3,1;0,0;0,3;0,0;0,5;0,3;0,0;0,0;0,3;0,0;0,0;2,6;0,3;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:35:29;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00004;"Adolf-Reichwein-Schule, Saal 312";1609;1150;459;0;596;2;;;17;579;2,9;97,1;147;159;81;87;29;32;24;;20;;;;;;;;;;;;;;;0;;;;;;25,4;27,5;14,0;15,0;5,0;5,5;4,1;;3,5;;;;;;;;;;;;;;;0,0;;;;;;14;582;2,3;97,7;153;157;72;88;31;32;16;6;7;1;2;0;6;1;0;1;0;0;0;8;1;;;;;;;;;26,3;27,0;12,4;15,1;5,3;5,5;2,7;1,0;1,2;0,2;0,3;0,0;1,0;0,2;0,0;0,2;0,0;0,0;0,0;1,4;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 21:05:11;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00005;"Adolf-Reichwein-Schule, Saal 313";1325;1037;288;0;438;0;;;12;426;2,7;97,3;101;93;69;81;16;31;20;;11;;;;;;;;;;;;;;;4;;;;;;23,7;21,8;16,2;19,0;3,8;7,3;4,7;;2,6;;;;;;;;;;;;;;;0,9;;;;;;10;428;2,3;97,7;105;85;69;81;13;32;13;7;13;0;0;0;1;1;0;0;3;0;0;3;2;;;;;;;;;24,5;19,9;16,1;18,9;3,0;7,5;3,0;1,6;3,0;0,0;0,0;0,0;0,2;0,2;0,0;0,0;0,7;0,0;0,0;0,7;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:21:57;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00006;"Adolf-Reichwein-Schule, Saal 211";1675;1287;388;0;601;0;;;8;593;1,3;98,7;178;138;76;106;30;19;36;;10;;;;;;;;;;;;;;;0;;;;;;30,0;23,3;12,8;17,9;5,1;3,2;6,1;;1,7;;;;;;;;;;;;;;;0,0;;;;;;8;593;1,3;98,7;172;120;70;111;30;20;24;11;12;2;0;1;1;0;3;2;4;0;1;9;0;;;;;;;;;29,0;20,2;11,8;18,7;5,1;3,4;4,0;1,9;2,0;0,3;0,0;0,2;0,2;0,0;0,5;0,3;0,7;0,0;0,2;1,5;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 21:26:48;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00007;"Adolf-Reichwein-Schule, Saal 212";1223;825;398;0;468;0;;;17;451;3,6;96,4;152;100;55;86;20;11;16;;9;;;;;;;;;;;;;;;2;;;;;;33,7;22,2;12,2;19,1;4,4;2,4;3,5;;2,0;;;;;;;;;;;;;;;0,4;;;;;;13;455;2,8;97,2;154;102;53;90;12;14;13;6;3;1;0;0;2;1;0;0;1;0;0;1;2;;;;;;;;;33,8;22,4;11,6;19,8;2,6;3,1;2,9;1,3;0,7;0,2;0,0;0,0;0,4;0,2;0,0;0,0;0,2;0,0;0,0;0,2;0,4;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:50:39;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00008;"Grundschule Fauerbach, Saal 8";1349;1045;304;0;477;2;;;9;468;1,9;98,1;153;79;57;103;27;16;17;;15;;;;;;;;;;;;;;;1;;;;;;32,7;16,9;12,2;22,0;5,8;3,4;3,6;;3,2;;;;;;;;;;;;;;;0,2;;;;;;10;467;2,1;97,9;142;81;56;106;22;19;13;2;10;2;1;0;0;1;1;0;4;0;0;6;1;;;;;;;;;30,4;17,3;12,0;22,7;4,7;4,1;2,8;0,4;2,1;0,4;0,2;0,0;0,0;0,2;0,2;0,0;0,9;0,0;0,0;1,3;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:07:47;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00009;"Grundschule Fauerbach, Saal 9";1139;789;350;0;437;0;;;12;425;2,7;97,3;141;103;43;69;26;8;27;;7;;;;;;;;;;;;;;;1;;;;;;33,2;24,2;10,1;16,2;6,1;1,9;6,4;;1,6;;;;;;;;;;;;;;;0,2;;;;;;12;425;2,7;97,3;148;94;37;71;18;9;18;4;6;4;4;0;0;1;0;0;4;0;2;3;2;;;;;;;;;34,8;22,1;8,7;16,7;4,2;2,1;4,2;0,9;1,4;0,9;0,9;0,0;0,0;0,2;0,0;0,0;0,9;0,0;0,5;0,7;0,5;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:16:58;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00010;"Bruchenbrücken Mehrzweckhalle";1310;1013;297;0;590;1;;;15;575;2,5;97,5;214;79;86;119;28;9;23;;17;;;;;;;;;;;;;;;0;;;;;;37,2;13,7;15,0;20,7;4,9;1,6;4,0;;3,0;;;;;;;;;;;;;;;0,0;;;;;;19;571;3,2;96,8;202;73;85;118;32;17;15;6;7;1;2;0;2;3;0;0;3;0;1;3;1;;;;;;;;;35,4;12,8;14,9;20,7;5,6;3,0;2,6;1,1;1,2;0,2;0,4;0,0;0,4;0,5;0,0;0,0;0,5;0,0;0,2;0,5;0,2;;;;;;;;;"";"";"";"";1;1;2023-10-08 21:10:46;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00011;"Bauernheim Dorfgemeinschaftshaus";513;400;113;0;230;0;;;9;221;3,9;96,1;61;32;37;58;12;5;11;;5;;;;;;;;;;;;;;;0;;;;;;27,6;14,5;16,7;26,2;5,4;2,3;5,0;;2,3;;;;;;;;;;;;;;;0,0;;;;;;5;225;2,2;97,8;66;35;33;61;12;5;8;1;0;0;1;0;1;0;0;0;2;0;0;0;0;;;;;;;;;29,3;15,6;14,7;27,1;5,3;2,2;3,6;0,4;0,0;0,0;0,4;0,0;0,4;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:26:52;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00012;"Bürgerhaus Ockstadt, großer Saal 1";1086;791;295;0;420;2;;;13;407;3,1;96,9;190;63;28;61;24;3;26;;10;;;;;;;;;;;;;;;2;;;;;;46,7;15,5;6,9;15,0;5,9;0,7;6,4;;2,5;;;;;;;;;;;;;;;0,5;;;;;;6;414;1,4;98,6;191;63;29;63;21;5;16;4;9;0;1;0;3;1;0;0;1;0;0;3;4;;;;;;;;;46,1;15,2;7,0;15,2;5,1;1,2;3,9;1,0;2,2;0,0;0,2;0,0;0,7;0,2;0,0;0,0;0,2;0,0;0,0;0,7;1,0;;;;;;;;;"";"";"";"";1;1;2023-10-08 20:24:44;1;;"";0
02544000800;"Friedberg (Hessen), Kreisstadt";"SB";00013;"Bürgerhaus Ockstadt, großer Saal 1";1199;854;345;0;520;1;;;18;502;3,5;96,5;226;88;55;80;14;4;24;;8;;;;;;;;;;;;;;;3;;;;;;45,0;17,5;11,0;15,9;2,8;0,8;4,8;;1,6;;;;;;;;;;;;;;;0,6;;;;;;13;507;2,5;97,5;220;86;54;81;18;5;15;7;7;0;1;1;0;0;0;0;7;1;0;1;3;;;;;;;;;43,4;17,0;10,7;16,0;3,6;1,0;3,0;1,4;1,4;0,0;0,2;0,2;0,0;0,0;0,0;0,0;1,4;0,2;0,0;0,2;0,6;;;;;;;;;"";"";"";"";1;1;2023-10-08 19:58:03;1;;"";0
